61 1830
 8 53 24
 8 54 32
 8 55 40
 8 56 48
 8 57 56
 8 58 64
 8 59 72
 8 60 80
 8 61 88
 9 10 90
 9 11 99
 9 12 8
 9 13 17
 9 14 26
 9 15 35
 9 16 44
 9 17 53
 9 18 62
 9 19 71
 9 20 80
 9 21 89
 9 22 98
 9 23 7
 9 24 16
 9 25 25
 9 26 34
 9 27 43
 9 28 52
 9 29 61
 9 30 70
 9 31 79
 9 32 88
 9 33 97
 9 34 6
 9 35 15
 9 36 24
 9 37 33
 9 38 42
 9 39 51
 9 40 60
 9 41 69
 9 42 78
 9 43 87
 9 44 96
 9 45 5
 9 46 14
 9 47 23
 9 48 32
 9 49 41
 9 50 50
 9 51 59
 9 52 68
 9 53 77
 9 54 86
 9 55 95
 9 56 4
 9 57 13
 9 58 22
 9 59 31
 9 60 40
 9 61 49
 10 11 10
 10 12 20
 10 13 30
 10 14 40
 10 15 50
 10 16 60
 10 17 70
 10 18 80
 10 19 90
 10 20 0
 10 21 10
 10 22 20
 10 23 30
 10 24 40
 10 25 50
 10 26 60
 10 27 70
 10 28 80
 10 29 90
 10 30 0
 10 31 10
 10 32 20
 10 33 30
 10 34 40
 10 35 50
 10 36 60
 10 37 70
 10 38 80
 10 39 90
 10 40 0
 10 41 10
 10 42 20
 10 43 30
 10 44 40
 10 45 50
 10 46 60
 10 47 70
 10 48 80
 10 49 90
 10 50 0
 10 51 10
 10 52 20
 10 53 30
 10 54 40
 10 55 50
 10 56 60
 10 57 70
 10 58 80
 10 59 90
 10 60 0
 10 61 10
 11 12 32
 11 13 43
 11 14 54
 11 15 65
 11 16 76
 11 17 87
 11 18 98
 11 19 9
 11 20 20
 11 21 31
 11 22 42
 11 23 53
 11 24 64
 11 25 75
 11 26 86
 11 27 97
 11 28 8
 11 29 19
 11 30 30
 11 31 41
 11 32 52
 11 33 63
 11 34 74
 11 35 85
 11 36 96
 11 37 7
 11 38 18
 11 39 29
 11 40 40
 11 41 51
 11 42 62
 11 43 73
 11 44 84
 11 45 95
 11 46 6
 11 47 17
 11 48 28
 11 49 39
 11 50 50
 11 51 61
 11 52 72
 11 53 83
 11 54 94
 11 55 5
 11 56 16
 11 57 27
 11 58 38
 11 59 49
 11 60 60
 11 61 71
 12 13 56
 12 14 68
 12 15 80
 12 16 92
 12 17 4
 12 18 16
 12 19 28
 12 20 40
 12 21 52
 12 22 64
 12 23 76
 12 24 88
 12 25 0
 12 26 12
 12 27 24
 12 28 36
 12 29 48
 12 30 60
 12 31 72
 12 32 84
 12 33 96
 12 34 8
 12 35 20
 12 36 32
 12 37 44
 12 38 56
 12 39 68
 12 40 80
 12 41 92
 12 42 4
 12 43 16
 12 44 28
 12 45 40
 12 46 52
 12 47 64
 12 48 76
 12 49 88
 12 50 0
 12 51 12
 12 52 24
 12 53 36
 12 54 48
 12 55 60
 12 56 72
 12 57 84
 12 58 96
 12 59 8
 12 60 20
 12 61 32
 13 14 82
 13 15 95
 13 16 8
 13 17 21
 13 18 34
 13 19 47
 13 20 60
 13 21 73
 13 22 86
 13 23 99
 13 24 12
 13 25 25
 13 26 38
 13 27 51
 13 28 64
 13 29 77
 13 30 90
 13 31 3
 13 32 16
 13 33 29
 13 34 42
 13 35 55
 13 36 68
 13 37 81
 13 38 94
 13 39 7
 13 40 20
 13 41 33
 13 42 46
 13 43 59
 13 44 72
 13 45 85
 13 46 98
 13 47 11
 13 48 24
 13 49 37
 13 50 50
 13 51 63
 13 52 76
 13 53 89
 13 54 2
 13 55 15
 13 56 28
 13 57 41
 13 58 54
 13 59 67
 13 60 80
 13 61 93
 14 15 10
 14 16 24
 14 17 38
 14 18 52
 14 19 66
 14 20 80
 14 21 94
 14 22 8
 14 23 22
 14 24 36
 14 25 50
 14 26 64
 14 27 78
 14 28 92
 14 29 6
 14 30 20
 14 31 34
 14 32 48
 14 33 62
 14 34 76
 14 35 90
 14 36 4
 14 37 18
 14 38 32
 14 39 46
 14 40 60
 14 41 74
 14 42 88
 14 43 2
 14 44 16
 14 45 30
 14 46 44
 14 47 58
 14 48 72
 14 49 86
 14 50 0
 14 51 14
 14 52 28
 14 53 42
 14 54 56
 14 55 70
 14 56 84
 14 57 98
 14 58 12
 14 59 26
 14 60 40
 14 61 54
 15 16 40
 15 17 55
 15 18 70
 15 19 85
 15 20 0
 15 21 15
 15 22 30
 15 23 45
 15 24 60
 15 25 75
 15 26 90
 15 27 5
 15 28 20
 15 29 35
 15 30 50
 15 31 65
 15 32 80
 15 33 95
 15 34 10
 15 35 25
 15 36 40
 15 37 55
 15 38 70
 15 39 85
 15 40 0
 15 41 15
 15 42 30
 15 43 45
 15 44 60
 15 45 75
 15 46 90
 15 47 5
 15 48 20
 15 49 35
 15 50 50
 15 51 65
 15 52 80
 15 53 95
 15 54 10
 15 55 25
 15 56 40
 15 57 55
 15 58 70
 15 59 85
 15 60 0
 15 61 15
 16 17 72
 16 18 88
 16 19 4
 16 20 20
 16 21 36
 16 22 52
 16 23 68
 16 24 84
 16 25 0
 16 26 16
 16 27 32
 16 28 48
 16 29 64
 16 30 80
 16 31 96
 16 32 12
 16 33 28
 16 34 44
 16 35 60
 16 36 76
 16 37 92
 16 38 8
 16 39 24
 16 40 40
 16 41 56
 16 42 72
 16 43 88
 16 44 4
 16 45 20
 16 46 36
 16 47 52
 16 48 68
 16 49 84
 16 50 0
 16 51 16
 16 52 32
 16 53 48
 16 54 64
 16 55 80
 16 56 96
 16 57 12
 16 58 28
 16 59 44
 16 60 60
 16 61 76
 17 18 6
 17 19 23
 17 20 40
 17 21 57
 17 22 74
 17 23 91
 17 24 8
 17 25 25
 17 26 42
 17 27 59
 17 28 76
 17 29 93
 17 30 10
 17 31 27
 17 32 44
 17 33 61
 17 34 78
 17 35 95
 17 36 12
 17 37 29
 17 38 46
 17 39 63
 17 40 80
 17 41 97
 17 42 14
 17 43 31
 17 44 48
 17 45 65
 17 46 82
 17 47 99
 17 48 16
 17 49 33
 17 50 50
 17 51 67
 17 52 84
 17 53 1
 17 54 18
 17 55 35
 17 56 52
 17 57 69
 17 58 86
 17 59 3
 17 60 20
 17 61 37
 18 19 42
 18 20 60
 18 21 78
 18 22 96
 18 23 14
 18 24 32
 18 25 50
 18 26 68
 18 27 86
 18 28 4
 18 29 22
 18 30 40
 18 31 58
 18 32 76
 18 33 94
 18 34 12
 18 35 30
 18 36 48
 18 37 66
 18 38 84
 18 39 2
 18 40 20
 18 41 38
 18 42 56
 18 43 74
 18 44 92
 18 45 10
 18 46 28
 18 47 46
 18 48 64
 18 49 82
 18 50 0
 18 51 18
 18 52 36
 18 53 54
 18 54 72
 18 55 90
 18 56 8
 18 57 26
 18 58 44
 18 59 62
 18 60 80
 18 61 98
 19 20 80
 19 21 99
 19 22 18
 19 23 37
 19 24 56
 19 25 75
 19 26 94
 19 27 13
 19 28 32
 19 29 51
 19 30 70
 19 31 89
 19 32 8
 19 33 27
 19 34 46
 19 35 65
 19 36 84
 19 37 3
 19 38 22
 19 39 41
 19 40 60
 19 41 79
 19 42 98
 19 43 17
 19 44 36
 19 45 55
 19 46 74
 19 47 93
 19 48 12
 19 49 31
 19 50 50
 19 51 69
 19 52 88
 19 53 7
 19 54 26
 19 55 45
 19 56 64
 19 57 83
 19 58 2
 19 59 21
 19 60 40
 19 61 59
 20 21 20
 20 22 40
 20 23 60
 20 24 80
 20 25 0
 20 26 20
 20 27 40
 20 28 60
 20 29 80
 20 30 0
 20 31 20
 20 32 40
 20 33 60
 20 34 80
 20 35 0
 20 36 20
 20 37 40
 20 38 60
 20 39 80
 20 40 0
 20 41 20
 20 42 40
 20 43 60
 20 44 80
 20 45 0
 20 46 20
 20 47 40
 20 48 60
 20 49 80
 20 50 0
 20 51 20
 20 52 40
 20 53 60
 20 54 80
 20 55 0
 20 56 20
 20 57 40
 20 58 60
 20 59 80
 20 60 0
 20 61 20
 21 22 62
 21 23 83
 21 24 4
 21 25 25
 21 26 46
 21 27 67
 21 28 88
 21 29 9
 21 30 30
 21 31 51
 21 32 72
 21 33 93
 21 34 14
 21 35 35
 21 36 56
 21 37 77
 21 38 98
 21 39 19
 21 40 40
 21 41 61
 21 42 82
 21 43 3
 21 44 24
 21 45 45
 21 46 66
 21 47 87
 21 48 8
 21 49 29
 21 50 50
 21 51 71
 21 52 92
 21 53 13
 21 54 34
 21 55 55
 21 56 76
 21 57 97
 21 58 18
 21 59 39
 21 60 60
 21 61 81
 22 23 6
 22 24 28
 22 25 50
 22 26 72
 22 27 94
 22 28 16
 22 29 38
 22 30 60
 22 31 82
 22 32 4
 22 33 26
 22 34 48
 22 35 70
 22 36 92
 22 37 14
 22 38 36
 22 39 58
 22 40 80
 22 41 2
 22 42 24
 22 43 46
 22 44 68
 22 45 90
 22 46 12
 22 47 34
 22 48 56
 22 49 78
 22 50 0
 22 51 22
 22 52 44
 22 53 66
 22 54 88
 22 55 10
 22 56 32
 22 57 54
 22 58 76
 22 59 98
 22 60 20
 22 61 42
 23 24 52
 23 25 75
 23 26 98
 23 27 21
 23 28 44
 23 29 67
 23 30 90
 23 31 13
 23 32 36
 23 33 59
 23 34 82
 23 35 5
 23 36 28
 23 37 51
 23 38 74
 23 39 97
 23 40 20
 23 41 43
 23 42 66
 23 43 89
 23 44 12
 23 45 35
 23 46 58
 23 47 81
 23 48 4
 23 49 27
 23 50 50
 23 51 73
 23 52 96
 23 53 19
 23 54 42
 23 55 65
 23 56 88
 23 57 11
 23 58 34
 23 59 57
 23 60 80
 23 61 3
 24 25 0
 24 26 24
 24 27 48
 24 28 72
 24 29 96
 24 30 20
 24 31 44
 24 32 68
 24 33 92
 24 34 16
 24 35 40
 24 36 64
 24 37 88
 24 38 12
 24 39 36
 24 40 60
 24 41 84
 24 42 8
 24 43 32
 24 44 56
 24 45 80
 24 46 4
 24 47 28
 24 48 52
 24 49 76
 24 50 0
 24 51 24
 24 52 48
 24 53 72
 24 54 96
 24 55 20
 24 56 44
 24 57 68
 24 58 92
 24 59 16
 24 60 40
 24 61 64
 25 26 50
 25 27 75
 25 28 0
 25 29 25
 25 30 50
 25 31 75
 25 32 0
 25 33 25
 25 34 50
 25 35 75
 25 36 0
 25 37 25
 25 38 50
 25 39 75
 25 40 0
 25 41 25
 25 42 50
 25 43 75
 25 44 0
 25 45 25
 25 46 50
 25 47 75
 25 48 0
 25 49 25
 25 50 50
 25 51 75
 25 52 0
 25 53 25
 25 54 50
 25 55 75
 25 56 0
 25 57 25
 25 58 50
 25 59 75
 25 60 0
 25 61 25
 26 27 2
 26 28 28
 26 29 54
 26 30 80
 26 31 6
 26 32 32
 26 33 58
 26 34 84
 26 35 10
 26 36 36
 26 37 62
 26 38 88
 26 39 14
 26 40 40
 26 41 66
 26 42 92
 26 43 18
 26 44 44
 26 45 70
 26 46 96
 26 47 22
 26 48 48
 26 49 74
 26 50 0
 26 51 26
 26 52 52
 26 53 78
 26 54 4
 26 55 30
 26 56 56
 26 57 82
 26 58 8
 26 59 34
 26 60 60
 26 61 86
 27 28 56
 27 29 83
 27 30 10
 27 31 37
 27 32 64
 27 33 91
 27 34 18
 27 35 45
 27 36 72
 27 37 99
 27 38 26
 27 39 53
 27 40 80
 27 41 7
 27 42 34
 27 43 61
 27 44 88
 27 45 15
 27 46 42
 27 47 69
 27 48 96
 27 49 23
 27 50 50
 27 51 77
 27 52 4
 27 53 31
 27 54 58
 27 55 85
 27 56 12
 27 57 39
 27 58 66
 27 59 93
 27 60 20
 27 61 47
 28 29 12
 28 30 40
 28 31 68
 28 32 96
 28 33 24
 28 34 52
 28 35 80
 28 36 8
 28 37 36
 28 38 64
 28 39 92
 28 40 20
 28 41 48
 28 42 76
 28 43 4
 28 44 32
 28 45 60
 28 46 88
 28 47 16
 28 48 44
 28 49 72
 28 50 0
 28 51 28
 28 52 56
 28 53 84
 28 54 12
 28 55 40
 28 56 68
 28 57 96
 28 58 24
 28 59 52
 28 60 80
 28 61 8
 29 30 70
 29 31 99
 29 32 28
 29 33 57
 29 34 86
 29 35 15
 29 36 44
 29 37 73
 29 38 2
 29 39 31
 29 40 60
 29 41 89
 29 42 18
 29 43 47
 29 44 76
 29 45 5
 29 46 34
 29 47 63
 29 48 92
 29 49 21
 29 50 50
 29 51 79
 29 52 8
 29 53 37
 29 54 66
 29 55 95
 29 56 24
 29 57 53
 29 58 82
 29 59 11
 29 60 40
 29 61 69
 30 31 30
 30 32 60
 30 33 90
 30 34 20
 30 35 50
 30 36 80
 30 37 10
 30 38 40
 30 39 70
 30 40 0
 30 41 30
 30 42 60
 30 43 90
 30 44 20
 30 45 50
 30 46 80
 30 47 10
 30 48 40
 30 49 70
 30 50 0
 30 51 30
 30 52 60
 30 53 90
 30 54 20
 30 55 50
 30 56 80
 30 57 10
 30 58 40
 30 59 70
 30 60 0
 30 61 30
 31 32 92
 31 33 23
 31 34 54
 31 35 85
 31 36 16
 31 37 47
 31 38 78
 31 39 9
 31 40 40
 31 41 71
 31 42 2
 31 43 33
 31 44 64
 31 45 95
 31 46 26
 31 47 57
 31 48 88
 31 49 19
 31 50 50
 31 51 81
 31 52 12
 31 53 43
 31 54 74
 31 55 5
 31 56 36
 31 57 67
 31 58 98
 31 59 29
 31 60 60
 31 61 91
 32 33 56
 32 34 88
 32 35 20
 32 36 52
 32 37 84
 32 38 16
 32 39 48
 32 40 80
 32 41 12
 32 42 44
 32 43 76
 32 44 8
 32 45 40
 32 46 72
 32 47 4
 32 48 36
 32 49 68
 32 50 0
 32 51 32
 32 52 64
 32 53 96
 32 54 28
 32 55 60
 32 56 92
 32 57 24
 32 58 56
 32 59 88
 32 60 20
 32 61 52
 33 34 22
 33 35 55
 33 36 88
 33 37 21
 33 38 54
 33 39 87
 33 40 20
 33 41 53
 33 42 86
 33 43 19
 33 44 52
 33 45 85
 33 46 18
 33 47 51
 33 48 84
 33 49 17
 33 50 50
 33 51 83
 33 52 16
 33 53 49
 33 54 82
 33 55 15
 33 56 48
 33 57 81
 33 58 14
 33 59 47
 33 60 80
 33 61 13
 34 35 90
 34 36 24
 34 37 58
 34 38 92
 34 39 26
 34 40 60
 34 41 94
 34 42 28
 34 43 62
 34 44 96
 34 45 30
 34 46 64
 34 47 98
 34 48 32
 34 49 66
 34 50 0
 34 51 34
 34 52 68
 34 53 2
 34 54 36
 34 55 70
 34 56 4
 34 57 38
 34 58 72
 34 59 6
 34 60 40
 34 61 74
 35 36 60
 35 37 95
 35 38 30
 35 39 65
 35 40 0
 35 41 35
 35 42 70
 35 43 5
 35 44 40
 35 45 75
 35 46 10
 35 47 45
 35 48 80
 35 49 15
 35 50 50
 35 51 85
 35 52 20
 35 53 55
 35 54 90
 35 55 25
 35 56 60
 35 57 95
 35 58 30
 35 59 65
 35 60 0
 35 61 35
 36 37 32
 36 38 68
 36 39 4
 36 40 40
 36 41 76
 36 42 12
 36 43 48
 36 44 84
 36 45 20
 36 46 56
 36 47 92
 36 48 28
 36 49 64
 36 50 0
 36 51 36
 36 52 72
 36 53 8
 36 54 44
 36 55 80
 36 56 16
 36 57 52
 36 58 88
 36 59 24
 36 60 60
 36 61 96
 37 38 6
 37 39 43
 37 40 80
 37 41 17
 37 42 54
 37 43 91
 37 44 28
 37 45 65
 37 46 2
 37 47 39
 37 48 76
 37 49 13
 37 50 50
 37 51 87
 37 52 24
 37 53 61
 37 54 98
 37 55 35
 37 56 72
 37 57 9
 37 58 46
 37 59 83
 37 60 20
 37 61 57
 38 39 82
 38 40 20
 38 41 58
 38 42 96
 38 43 34
 38 44 72
 38 45 10
 38 46 48
 38 47 86
 38 48 24
 38 49 62
 38 50 0
 38 51 38
 38 52 76
 38 53 14
 38 54 52
 38 55 90
 38 56 28
 38 57 66
 38 58 4
 38 59 42
 38 60 80
 38 61 18
 39 40 60
 39 41 99
 39 42 38
 39 43 77
 39 44 16
 39 45 55
 39 46 94
 39 47 33
 39 48 72
 39 49 11
 39 50 50
 39 51 89
 39 52 28
 39 53 67
 39 54 6
 39 55 45
 39 56 84
 39 57 23
 39 58 62
 39 59 1
 39 60 40
 39 61 79
 40 41 40
 40 42 80
 40 43 20
 40 44 60
 40 45 0
 40 46 40
 40 47 80
 40 48 20
 40 49 60
 40 50 0
 40 51 40
 40 52 80
 40 53 20
 40 54 60
 40 55 0
 40 56 40
 40 57 80
 40 58 20
 40 59 60
 40 60 0
 40 61 40
 41 42 22
 41 43 63
 41 44 4
 41 45 45
 41 46 86
 41 47 27
 41 48 68
 41 49 9
 41 50 50
 41 51 91
 41 52 32
 41 53 73
 41 54 14
 41 55 55
 41 56 96
 41 57 37
 41 58 78
 41 59 19
 41 60 60
 41 61 1
 42 43 6
 42 44 48
 42 45 90
 42 46 32
 42 47 74
 42 48 16
 42 49 58
 42 50 0
 42 51 42
 42 52 84
 42 53 26
 42 54 68
 42 55 10
 42 56 52
 42 57 94
 42 58 36
 42 59 78
 42 60 20
 42 61 62
 43 44 92
 43 45 35
 43 46 78
 43 47 21
 43 48 64
 43 49 7
 43 50 50
 43 51 93
 43 52 36
 43 53 79
 43 54 22
 43 55 65
 43 56 8
 43 57 51
 43 58 94
 43 59 37
 43 60 80
 43 61 23
 44 45 80
 44 46 24
 44 47 68
 44 48 12
 44 49 56
 44 50 0
 44 51 44
 44 52 88
 44 53 32
 44 54 76
 44 55 20
 44 56 64
 44 57 8
 44 58 52
 44 59 96
 44 60 40
 44 61 84
 45 46 70
 45 47 15
 45 48 60
 45 49 5
 45 50 50
 45 51 95
 45 52 40
 45 53 85
 45 54 30
 45 55 75
 45 56 20
 45 57 65
 45 58 10
 45 59 55
 45 60 0
 45 61 45
 46 47 62
 46 48 8
 46 49 54
 46 50 0
 46 51 46
 46 52 92
 46 53 38
 46 54 84
 46 55 30
 46 56 76
 46 57 22
 46 58 68
 46 59 14
 46 60 60
 46 61 6
 47 48 56
 47 49 3
 47 50 50
 47 51 97
 47 52 44
 47 53 91
 47 54 38
 47 55 85
 47 56 32
 47 57 79
 47 58 26
 47 59 73
 47 60 20
 47 61 67
 48 49 52
 48 50 0
 48 51 48
 48 52 96
 48 53 44
 48 54 92
 48 55 40
 48 56 88
 48 57 36
 48 58 84
 48 59 32
 48 60 80
 48 61 28
 49 50 50
 49 51 99
 49 52 48
 49 53 97
 49 54 46
 49 55 95
 49 56 44
 49 57 93
 49 58 42
 49 59 91
 49 60 40
 49 61 89
 50 51 50
 50 52 0
 50 53 50
 50 54 0
 50 55 50
 50 56 0
 50 57 50
 50 58 0
 50 59 50
 50 60 0
 50 61 50
 51 52 52
 51 53 3
 51 54 54
 51 55 5
 51 56 56
 51 57 7
 51 58 58
 51 59 9
 51 60 60
 51 61 11
 52 53 56
 52 54 8
 52 55 60
 52 56 12
 52 57 64
 52 58 16
 52 59 68
 52 60 20
 52 61 72
 53 54 62
 53 55 15
 53 56 68
 53 57 21
 53 58 74
 53 59 27
 53 60 80
 53 61 33
 54 55 70
 54 56 24
 54 57 78
 54 58 32
 54 59 86
 54 60 40
 54 61 94
 55 56 80
 55 57 35
 55 58 90
 55 59 45
 55 60 0
 55 61 55
 56 57 92
 56 58 48
 56 59 4
 56 60 60
 56 61 16
 57 58 6
 57 59 63
 57 60 20
 57 61 77
 58 59 22
 58 60 80
 58 61 38
 59 60 40
 59 61 99
 60 61 60
 
